,Food label,Subs A,Subs B
993,"BEEF,AUSTRALIAN,GRASS-FED,EXTERNAL FAT,RAW","BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW","BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW"
994,"BEEF,AUSTRALIAN,WAGYU,EXTERNAL FAT,MRBL SCR 4/5,RAW","BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,RST"
995,"BEEF,AUSTRALIAN,WAGYU,SEAM FAT,MRBL SCR 4/5,RAW","BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD","BEEF,NZ,IMP,TRIPE UNCKD,RAW"
996,"BEEF,AUSTRALIAN,WAGYU,EXTERNAL FAT,AUST. MARBLE SCORE 9,RAW","BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED","BEEF,GROUND,97% LN MEAT / 3% FAT,LOAF,CKD,BKD"
997,"BEEF,AUSTRALIAN,WAGYU,SEAM FAT,AUST. MARBLE SCORE 9,RAW","BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD","BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,CKD,GRI"
998,"BEEF,AUSTRALN,GRS-FED,LOIN,TOP LOIN STK/RST,BNLS,LN & FAT,RW","BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED"
999,"BEEF,ASTRLN,WAGYU,LN,TNDRLN STK/RST,BNLESS,LN,MRBL SCR 9,RAW","BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD","USDA COMMODITY,BF PATTIES W/VPP,FRZ,CKD"
1000,"BEE,ASTRLN,WGYU,RB,SML END RB STK/RST,BLS,LN,MRBLSCR 4/5,RAW","BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD","BEEF,RND,BTTM RND RST,LN,1/8"" FAT,SEL,CKD,RSTD"
1001,"BEEF,ASTRLN,GRSFD,RIB,RBEYE STK/RST LIP-ON,BNLS,LN & FAT,RAW","BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW","BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW"
1002,"BEEF,ASTRLN,WGYU,LN,TOPLN STK/RST,BLS,LN&FAT,MRBL SCR 4/5,RW","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW","BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,CKD"
1003,"BEEF,ASTRLN,WGYU,RB,SML END RB STK/RST,BNLS,LN &FAT,MRBL SCR","BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,LOIN,TOP SIRLOIN PETITE RST,BNLS,LN,0"" FAT,SEL,CKD,RSTD"
1004,"BEEF,LOIN,TOP LOIN STK,BNLS,LIP OFF,LN & FAT,0"" FT,CHOIC,RAW","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,LOIN,TOP SRLN PETIT RST/FILT,BNLS,LN,0"" FAT,AL GRDS,RAW"
1005,"BEEF,LOIN,TOP LOIN STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,RAW","BEEF,NZ,IMP,HIND SHIN,LN,RAW","BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,RAW"
1006,"BEEF,LOIN,TOP LOIN STEAK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,RAW"
1007,"BEEF,LN,TP LN STEAK,BNLESS,LIP-ON,LN & FAT,1/8"" FAT,SEL,RAW","BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,SEL,RAW"
1008,"BEEF,LN,TP LN STK,BNLESS,LIPON,LN & FAT,1/8"" FAT,ALL GRDS,RW","BEEF,NZ,IMP,FLAT,LN,CKD,BRSD","BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD"
1009,"BEEF,LN,TP LN STK,BNLESS,LIPON,L & F,1/8"" FAT,CHOIC,GRILLED","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED","BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD"
1010,"BEEF,LN,TP LN STK,BNLESS,LIPON,L & F,1/8"" FAT,SeL, CK GRLED","BEEF,NZ,IMP,RUMP CENTRE,LN,CKD,FAST FRIED","BEEF,NZ,IMP,RUMP CENTRE,LN,RAW"
1011,"BEEF,LN,TP LN STK,BNLESS,LIPON,L & F,1/8 FAT,A GRDS, GRILLED","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW"
1012,"BEEF,NZ,IMP,BOLAR BLADE,LN,CKD,FAST RSTD","BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL GRDS,RAW","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW"
1013,"BEEF,NZ,IMP,BRISKET NAVAL END,LN,CKD,BRSD","BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,RAW","BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD"
1014,"BEEF,NZ,IMP,BRISKET NAVAL END,LN,RAW","BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED","BEEF,LN,TOP LN STK,BNLSS,LIP-ON,LN,1/8"" FAT,ALL GRDS,,GRLLD"
1015,"BEEF,NZ,IMP,FLAT,LN,CKD,BRSD","BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,CKD,RSTD"
1016,"BEEF,NZ,IMP,INTERMUSCULAR FAT,CKD","BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW","BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW"
1017,"BEEF,NZ,IMP,SUBCUTANEOUS FAT,CKD","BEEF,AUSTRALN,GRS-FED,LOIN,TOP LOIN STK/RST,BNLS,LN & FAT,RW","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED"
1018,"BEEF,NZ,IMP,SUBCUTANEOUS FAT,RAW","BEEF,RIB,EYE,SML END (RIBS 10- 12) LN,0"" FAT,SEL,CKD,BRLD","BEEF,NZ,IMP,BRISKET NAVAL END,LN & FAT,RAW"
1019,"BEEF,NZ,IMP,SWEETBREAD,RAW","BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD","BEEF,NZ,IMP,STRIPLOIN,LN & FAT,CKD,FAST FRIED"
1020,"BEEF,NZ,IMP,BRISKET NAVAL END,LN & FAT,CKD,BRSD","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW","BEEF,NZ,IMP,RUMP CENTRE,LN & FAT,RAW"
1021,"BEEF,NZ,IMP,BRISKET NAVAL END,LN & FAT,RAW","BEEF,SHRT LN,T-BONE STK,BONE-IN,LN,1/8"" FAT,SEL,CKD,GRILLED","BEEF,RIB,EYE,SML END (RIBS 10- 12) LN,0"" FAT,SEL,CKD,BRLD"
1022,"BEEF,NZ,IMP,CHUCK EYE ROLL,LN & FAT,CKD,BRSD","BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW","BEEF,LOIN,TOP SIRLIN PETITE RST,BNLS,LN,0"" FAT,CHOC,CKD,RSTD"
1023,"BEEF,NZ,IMP,CUBE ROLL,LN & FAT,RAW","BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW","BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW"
1024,"BEEF,NZ,IMP,FLAT,LN & FAT,CKD,BRSD","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,GROUND,97% LN MEAT / 3% FAT,PATTY,CKD,BRLD"
1025,"BEEF,NZ,IMP,HIND SHIN,LN & FAT,RAW","BEEF,NZ,IMP,CHUCK EYE ROLL,LN,RAW","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW"
1026,"BEEF,NZ,IMP,STRIPLOIN,LN & FAT,CKD,FAST FRIED","BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW","BEEF,CHUCK,CLOD RST,LN,0"" FAT,ALL GRDS,CKD,RSTD"
1027,"BEEF,GROUND,93% LN MEAT / 7% FAT,CRUMBLES,CKD,PAN-BROWNED","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,CHOIC,RAW"
1028,"BEEF,GROUND,97% LN MEAT / 3% FAT,CRUMBLES,CKD,PAN-BROWNED","BEEF,CHUCK FOR STEW,LN & FAT,SEL,RAW","BEEF,FLANK,STEAK,LN & FAT,0"" FAT,SEL,RAW"
1029,"USDA COMMODITY,BF PATTIES W/VPP,FRZ,CKD","BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD","BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD"
1030,"USDA COMMODITY,BF,PATTIES (100%),FRZ,CKD","BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD","BEEF,TOP LOIN PETITE RST,BNLSS,LN,1/8"" FAT,ALL GRDS,CKD,RSTD"
1031,"USDA COMMODITY,BF,PATTIES (100%),FRZ,RAW","BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,RAW","BEEF,RND,FULL CUT,LN,1/4""FAT,SEL,CKD,BRLD"
1032,"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRLD","BEEF,NZ,IMP,TRIPE UNCKD,CKD,BLD","BEEF,RND,TOP RND STK,BNLS,LN & FAT,0"" FAT,CHOIC,CKD,GRLD"
1033,"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED","BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD"
1034,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,CHOIC,CKD,BRLD","BEEF,RND,TOP RND,LN,0""FAT,SEL,CKD,BRSD","BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD"
1035,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,SEL,CKD,BRLD","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW"
1036,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD","BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL CHOICE,RAW","BEEF,CHUCK,ARM POT RST,LN,0""FAT,CHOIC,CKD,BRSD"
1037,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD","BEEF,NZ,IMP,RIBS PREP,RAW","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD"
1038,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,BRLD","BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD"
1039,"BEEF,GROUND,80% LN MEAT / 20% FAT,RAW","BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD","BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,RAW"
1040,"BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED","BEEF,GROUND,97% LN MEAT / 3% FAT,LOAF,CKD,BKD","BEEF,LOIN,TOP SIRLON CAP STK,BNLS,LN,1/8"" FAT,CHOIC,CKD,GRLD"
1041,"BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD","BEEF,AUSTRALN,GRS-FED,LOIN,TOP LOIN STK/RST,BNLS,LN & FAT,RW","BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD"
1042,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD","BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,CHOIC,RAW","BEEF,LOIN,T-BONE STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD"
1043,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED","BEEF,CHUCK,SHLDR CLOD,TOP & CNTR ,STK,LN & FAT,0"" FAT,CH,RAW","BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW"
1044,"BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED","BEEF,LN,TP LN STK,BNLESS,LIPON,LN & FAT,1/8"" FAT,ALL GRDS,RW","BEEF,ASTRLN,WAGYU,LN,TNDRLN STK/RST,BNLS,LN,MRB SCR 4/5,RAW"
1045,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD","BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW"
1046,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,CKD,GRILLED","BEEF,CHUCK,SHLDR CLOD,TOP & CNTR ,STK,LN & FAT,0"" FAT,CH,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW"
1047,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,NZ,IMP,LIVER,RAW","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW"
1048,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,GROUND,97% LN MEAT /3% FAT,PATTY,CKD,PAN-BROILED","BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW"
1049,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,NZ,IMP,OYSTER BLADE,LN,RAW"
1050,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRSD","BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED"
1051,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8""FAT,CHOIC,CKD,BRLD","BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD","BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD"
1052,"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW","BEEF,RND,FULL CUT,LN,1/4""FAT,CHOIC,CKD,BRLD"
1053,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,CKD,RSTD","BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,CKD,RSTD"
1054,"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,CKD,BRLD","BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,SEL,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW"
1055,"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,RAW","BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW","BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW"
1056,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW","BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD","BEEF,NZ,IMP,TENDERLOIN,LN & FAT,RAW"
1057,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,RAW","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW","BEEF,NZ,IMP,BOLAR BLADE,LN & FAT,CKD,FAST RSTD"
1058,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD","BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,CKD","BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD"
1059,"CAMPBELL'S RED & WHITE,ITALIAN STYLE W","CAMPBELL'S SOUP ON THE GO,CREAMY BROCCOLI SOUP","SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME H2O"
1060,"PACE,PICO DE GALLO","SOUP,CHICK BROTH,CND,COND","SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND"
1061,"PACE,TEQUILA LIME SALSA","CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP","CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED VEG BF SOUP"
1062,"CAMPBELL'S,98% FAT FREE CRM OF MUSHROOM SOUP,COND","HEALTHY REQUEST,MINESTRONE SOUP,COND","SOUP,TURKEY,CHUNKY,CND,RTS"
1063,"DIP,OLD EL PASO,CHS 'N SALSA,MED","SOUP,CLAM CHOWDER,NEW ENGLAND,RED NA,CND,RTS",CAMPBELL'S COUNTRY STYLE SAUSAGE GRAVY
1064,"SAUCE,BARBECUE,BULL'S-EYE,ORIGINAL","SOUP,TURKEY,CHUNKY,CND,RTS","SOUP,CHICK & VEG,CND,RTS"
1065,"SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL","SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA","SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND"
1066,"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,STRAWBERRY GRANOL","BREAD,ITALIAN",KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES
1067,"KELLOGG'S,EGGO,WAFFLES,CINN TOAST","BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT","BREAD,BOSTON BROWN,CANNED"
1068,"KASHI,TLC,PITA CRISPS,SEA SALT","KASHI,H2H WOVEN WHEAT CRACKER,ORIGINAL","ROLLS,DINNER,RYE"
1069,"KELLOGG'S,SIMPLY EGGO,ORIGINAL","ROLLS,HAMBURGER OR HOTDOG,PLN","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,ORIGINAL"
1070,"FAMOUS AMOS,CHOC CHIP COOKIES","COOKIES,OATMEAL SNDWCH,W/ CREME FILLING","COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)"
1071,"FAMOUS AMOS,CHOC CHIP PECAN COOKIES","BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)","DANISH PASTRY,CINN,ENR"
1072,"GIRL SCOUTS,SAMOAS COOKIES","CRACKERS,CHS,SANDWICH-TYPE W/PNUT BUTTER FILLING","PIE,APPL,PREP FROM RECIPE"
1073,"GIRL SCOUTS,TAGALONGS COOKIES","PAN DULCE,LA RICURA,SALPORA DE ARROZ,COOKIE-LIKE","SUNSHINE,CHEEZ-IT,BIG CRACKERS"
1074,"GIRL SCOUTS,THANK U BERRY MUNCH COOKIES","HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ","PIE,BLUEBERRY,COMMLY PREP"
1075,"GIRL SCOUTS,THIN MINTS COOKIES","KELLOGG'S,POP-TARTS,FRSTD ORANGE CRM TOASTER PASTRIES","BREAD,RED-CAL,WHEAT"
1076,"GIRL SCOUTS,TREFOILS COOKIES","MURRAY,SUGAR FREE,SHORTBREAD BITES","SWEET ROLLS,CHEESE"
1077,"JACKSON'S,OLD FASHIONED VANILLA WAFERS","KELLOGG'S,SPL K,MULTIGRAIN CRACKERS","KELLOGG'S,EGGO,WAFFLES,CINN TOAST"
1078,"KEEBLER,ANIMALS,COOKIES","BREAD,MULTI-GRAIN,TSTD (INCLUDES WHOLE-GRAIN)","KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY"
1079,"KEEBLER,ANIMALS,FRSTD COOKIES","MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MX,DRY","ENGLISH MUFFINS,PLN,UNENR,W/CA PROP (INCL SOURDOUGH)"
1080,"KEEBLER,BAKER'S TREASURES,CHOC CHIP COOKIE,SOFT","KELLOGG'S,ALL-BRAN,GARLIC & HERB CRACKERS","ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)"
1081,"KEEBLER,BAKER'S TREASURES,OATMEAL RAISIN COOKIE,SOFT","CAKE,POUND,COMMLY PREP,FAT-FREE","KELLOGG'S,EGGO,MINI MUFFIN TOPS,BLUEBERRY"
1082,"KEEBLER,CHS & CHEDDAR SNDWCH CRACKERS","KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,MXD BERRY GRANOLA","BREAD,RYE"
1083,"KEEBLER,CLUB & CHEDDAR SNDWCH CRACKERS","KELLOGG'S,CINNABON,PANCAKES,ORIGINAL","BREAD,PITA,WHITE,ENRICHED"
1084,"KEEBLER,CHS ON WHEAT SNDWCH CRACKERS","ROLLS,DINNER,RYE","COFFEECAKE,FRUIT"
1085,"KEEBLER,CHIPS DELUXE,CHOC LOVERS COOKIES","KEEBLER,WHEATABLES,NUT CRISP CRACKERS,RSTD ALMOND","ROLLS,FRENCH"
1086,"KEEBLER,CHIPS DELUXE,COCNT COOKIES","PIE,APPL,COMMLY PREP,UNENR FLR",PHYLLO DOUGH
1087,"KEEBLER,CHIPS DELUXE,PNUT BUTTER CUPS COOKIES","KELLOGG'S,SIMPLY EGGO,ORIGINAL","KELLOGG'S,POP-TARTS,YUM-AZING VANILLA MILKSHAKE TOASTER PAST"
1088,"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES","GIRL SCOUTS,CHALET COOKIES","CRACKERS,RUSK TOAST"
1089,"KEEBLER,CLUB,RED FAT CRACKERS","ARCHWAY Home Style Cookies, Date Filled Oatmeal","WAFFLES,PLN,FRZ,RTH"
1090,"KEEBLER,COUNTRY STYLE OATMEAL COOKIES W/ RAISINS","CRACKERS,MILK","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT"
1091,"KEEBLER,DANISH WEDDING COOKIES","CRACKERS,WHOLE-WHEAT,RED FAT","KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY"
1092,"KEEBLER,FUDGE SHOPPE,CHEESECAKE MIDDLES,DK CHOC","CRACKERS,WHEAT,SNDWCH,W/PNUT BUTTER FILLING","COOKIES,SHORTBREAD,COMMLY PREP,PECAN"
1093,"KEEBLER,FUDGE SHOPPE,CARAMEL FILLED COOKIES","MURRAY,SUGAR FREE,PNUT BUTTER COOKIES","CRACKERS,SALTINES,WHL WHEAT (INCLUDES MULTI-GRAIN)"
1094,"KEEBLER,FUDGE SHOPPE,TRIPLE FUDGE FILLED COOKIES","PIE,APPL,COMMLY PREP,UNENR FLR","KASHI,TLC,HONEY SESAME CRACKERS"
1095,"KEEBLER,FUDGE SHOPPE,FUDGE STKS","COOKIES,PNUT BUTTER,COMMLY PREP,REG","MURRAY,LEMON CREME SNDWCH COOKIES"
1096,"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,MINI","KEEBLER,FUDGE SHOPPE,FUDGE-DIPPED ICE CRM CUPS","TOASTER PASTRIES,FRUIT,FRSTD"
1097,"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,OATMEAL","ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)","KEEBLER,BAKER'S TREASURES,CHOC CHIP COOKIE,SOFT"
1098,"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,ORIGINAL","PIE,FRIED PIES,LEMON","CRACKERS,WHEAT,LOW SALT"
1099,"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,PNUT BUTTER","COOKIES,BROWNIES,DRY MIX,REG","DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED"
1100,"KEEBLER,FUDGE SHOPPE,MAGIC MIDDLES FUDGE FILLED COOKIES,ORIG","CAKE,PNAPPL UPSIDE-DOWN,PREP FROM RECIPE","GIRL SCOUTS,CHALET COOKIES"
1101,"KEEBLER,FUDGE SHOPPE,MERRY MINT PATTIES,HOLIDAY","CRACKERS,WHOLE-WHEAT","KEEBLER,TOASTEDS,WHEAT CRACKERS"
1102,"KEEBLER,HOLIDAY JINGLES COOKIES","BREAD,RED-CAL,OAT BRAN,TSTD","KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY"
1103,"KEEBLER,TOAST & PNUT BUTTER SNDWCH CRACKERS","COOKIES,OATMEAL,PREP FROM RECIPE,W/RAISINS","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,BLUEBERRY"
1104,"KEEBLER,READY CRUST,SHORTBREAD PIE CRUST","BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD","GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS"
1105,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,FUDGE COVERED PRETZ","SUNSHINE,CHEEZ-IT,COLBY CRACKERS","KELLOGG'S,POP-TARTS,FRSTD ORANGE CRM TOASTER PASTRIES"
1106,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,COOKIES 'N CREME","KELLOGG'S,EGGO,WAFFLES,HOMESTYLE","BREAD,OATMEAL"
